final score,gamer?,game days / week,team frequency,top 5 games,games essay,CODE,Gamer Group
83,True,4.0,Half of the time,"Poker,Call of Duty,PC Builder,Elden Ring,Chess",I would like to believe so because a team can utilize special skills depending on other players' tendencies.  No one can just be a one-man army!  Taking full advantage of what team members are good at will **help** dominate the game.,INT-OTH,High Frequency
83,True,0.0,Some of the time,"Call Of Duty,Super Smash Bros ,Rocket League,Mario Cart ,A Way Out","I really don't know. I don't play games very often, but when I do I'm not really playing as a team even when I'm on a team game.",UNCODED,Low Frequency
83,True,2.0,Most of the time,"Overwatch 2,Minecraft,Clash of Clans,Club Penguin,Poptropica",I work toward keeping the team **positive** no matter what and make sure we all make it through!,INT-ENC,Low Frequency
83,True,7.0,Most of the time,"Minecraft,Overwatch,Smite,Persona 5: Royal,Random assortments of quick games","Mainly playing the support and tank roles in Overwatch, I often find myself having to make team plays. As a tank you are the front line meant to hold space and defend your backline, typically you make the decision of when to go into a fight, retreat, or hold. As the single most impactful player on the team (since there is only one tank and two dps and two supports) your decisions are crucial to the team and one bad decision will cost you a fight. As a support your whole team is relying on you to make the best decisions with your kit, keeping them healed, using your life saving abilities with the most effective use, choosing when to boost your team or debuff the enemy team. There is a lot that rides on your shoulders and to top it off you have to worry about the enemy team targeting you. In **short**, you have to defend yourself, heal your team, and make the best overall decisions for your team.",COM-EFF,High Frequency
83,True,7.0,Most of the time,"Minecraft,Overwatch,Smite,Persona 5: Royal,Random assortments of quick games","Mainly playing the support and tank roles in Overwatch, I often find myself having to make team plays. As a tank you are the front line meant to hold space and defend your backline, typically you make the decision of when to go into a fight, retreat, or hold. As the single most impactful player on the team (since there is only one tank and two dps and two supports) your decisions are crucial to the team and one bad decision will cost you a fight. As a support your whole team is relying on you to make the best decisions with your kit, keeping them healed, using your life saving **abilities** with the most effective use, choosing when to boost your team or debuff the enemy team. There is a lot that rides on your shoulders and to top it off you have to worry about the enemy team targeting you. In short, you have to defend yourself, heal your team, and make the best overall decisions for your team.",CLB-MNG,High Frequency
83,True,7.0,Most of the time,"Minecraft,Overwatch,Smite,Persona 5: Royal,Random assortments of quick games","Mainly playing the **support** and tank roles in Overwatch, I often find myself having to make team plays. As a tank you are the front line meant to hold space and defend your backline, typically you make the decision of when to go into a fight, retreat, or hold. As the single most impactful player on the team (since there is only one tank and two dps and two supports) your decisions are crucial to the team and one bad decision will cost you a fight. As a **support** your whole team is relying on you to make the best decisions with your kit, keeping them healed, using your life saving abilities with the most effective use, choosing when to boost your team or debuff the enemy team. There is a lot that rides on your shoulders and to top it off you have to worry about the enemy team targeting you. In short, you have to defend yourself, heal your team, and make the best overall decisions for your team.",INT-OTH,High Frequency
84,True,2.0,Half of the time,"Among Us,Stardew Valley,Minecraft,Assassins Creed,","Gaming in some aspects make me a better team player. I mentioned above that I play stardew valley, this can be a single player or a multiplayer. When I play with my sisters, I have to communicate with them **plan** what each of us will do during the day. Complete what I said I was going to do, and chat with them as I do it,  Then if I forget to do a task I can ask them to pick it up if I have already left the area or I will grab tasks they forgot to do if they ask me. At it's heart Stardew in multiplayer can only be done well if everyone on the team act as a team player. ",PRO-STR,Low Frequency
84,True,2.0,Half of the time,"Among Us,Stardew Valley,Minecraft,Assassins Creed,","Gaming in some aspects make me a better **team player**. I mentioned above that I play stardew valley, this can be a single player or a **multiplayer**. When I play with my sisters, I have to communicate with them plan what each of us will do during the day. Complete what I said I was going to do, and chat with them as I do it,  Then if I forget to do a task I can ask them to pick it up if I have already left the area or I will grab tasks they forgot to do if they ask me. At it's heart Stardew in **multiplayer** can only be done well if everyone on the team act as a **team player**. ",INT-GRP,Low Frequency
84,True,2.0,Half of the time,"Among Us,Stardew Valley,Minecraft,Assassins Creed,","Gaming in some aspects make me a better team player. I mentioned above that I play stardew valley, this can be a **single player** or a multiplayer. When I play with my sisters, I have to communicate with them plan what each of us will do during the day. Complete what I said I was going to do, and chat with them as I do it,  Then if I forget to do a task I can ask them to pick it up if I have already left the area or I will grab tasks they forgot to do if they ask me. At it's heart Stardew in multiplayer can only be done well if everyone on the team act as a team player. ",DEF-SLO,Low Frequency
84,True,3.0,Always,"CSGO,Warzone,Minecraft,Terraria,Dark souls 3",of course it does! Communication is key in call outs and giving important information to team mates ,UNCODED,Low Frequency
84,True,5.0,Most of the time,"minecraft,Rocket league,Star Wars Battlefront 2,chess,Call of Duty","Rocket league makes me a better **team player** because I started to rank up once I stopped blaming my teammates for everything. Even when they make a mistake, I realize that I normally have done the same thing before and use my third person view of their play to change my understanding of how I can do better in certain situations.",INT-GRP,High Frequency
84,True,4.0,Most of the time,"Rocket League,Apex Legends,Minecraft,Fifa,Rainbow 6 Siege","When I play a game like Apex Legends thats either 2 players or 3 on a team it forces you to make a plan with your teammates or you will be outgunned by a team that is organized. Especially in a game like this where every character has unique **abilities**, it really emphasizes the teamwork aspect of the game because that is what is required to get the best use from each character.",CLB-MNG,High Frequency
84,True,4.0,Most of the time,"Rocket League,Apex Legends,Minecraft,Fifa,Rainbow 6 Siege","When I play a game like Apex Legends thats either 2 players or 3 on a team it forces you to make a **plan** with your teammates or you will be outgunned by a team that is organized. Especially in a game like this where every character has unique abilities, it really emphasizes the teamwork aspect of the game because that is what is required to get the best use from each character.",PRO-STR,High Frequency
84,True,4.0,Most of the time,"Rocket League,Apex Legends,Minecraft,Fifa,Rainbow 6 Siege","When I play a game like Apex Legends thats either 2 players or 3 on a team it forces you to make a plan with your teammates or you will be outgunned by a team that is organized. Especially in a game like this where every character has unique abilities, it really emphasizes the **teamwork** aspect of the game because that is what is required to get the best use from each character.",INT-GRP,High Frequency
85,True,3.0,Always,"Fifa ,League of Legend ,PUBG,Starcraft ,Overwatch","Yes it does make me a better **team player**. The most of the games I play requires good strategies to have better chance of winning. In order to successfully use strategies it requires great **teamwork**, and communication within the team. ",INT-GRP,Low Frequency
85,True,4.0,Most of the time,"League of Legends,World of Warcraft,Hell let loose,Squad,Counterstrike: Global Offensive","Yes, very much so.  Gaming has helped me refine my communication **skills** as in some games, on a competitive level, there is a constant flow of information that needs to get transcribed to the team.  Relaying this information, and learning how to make the delivery most effective has made me a better communicator and thus team player.  I have also learned how to outfit myself in a team more effectively, learning **skills** such as how to prioritize team objectives, how to delegate, how to compromise, thinking in a team manner, and much more.",CLB-MNG,High Frequency
85,True,4.0,Most of the time,"League of Legends,World of Warcraft,Hell let loose,Squad,Counterstrike: Global Offensive","Yes, very much so.  Gaming has helped me refine my communication skills as in some games, on a competitive level, there is a constant flow of information that needs to get transcribed to the team.  Relaying this information, and learning how to make the delivery most effective has made me a better communicator and thus team player.  I have also learned how to outfit myself in a team more effectively, learning skills such as how to prioritize team objectives, how to **delegate**, how to compromise, thinking in a team manner, and much more.",CLB-DEL,High Frequency
85,True,4.0,Most of the time,"League of Legends,World of Warcraft,Hell let loose,Squad,Counterstrike: Global Offensive","Yes, very much so.  Gaming has helped me refine my communication skills as in some games, on a competitive level, there is a constant flow of information that needs to get transcribed to the team.  Relaying this information, and learning how to make the delivery most effective has made me a better communicator and thus **team player**.  I have also learned how to outfit myself in a team more effectively, learning skills such as how to prioritize team objectives, how to delegate, how to compromise, thinking in a team manner, and much more.",INT-GRP,High Frequency
86,True,3.0,Half of the time,"Project Zomboid,Rocket League,Kenshi,Fortnite,Crusader Kings 3","I believe so. Communication is a critical component as well as reading, understanding and playing around your teammates. For example, in rocket league, if your teammate plays aggressively, playing back for the pass and playing back defensively is important. It's about working with your teammate to play your best while also allowing your teammate to play their best game.",UNCODED,Low Frequency
86,True,5.0,Some of the time,"WarThunder,VRChat,Ark: Survival Evolved,Star Wars Battlefront 2,COD: Cold War","It does because I have to learn to work with a variety of **teams**. I have to work with **teams** that are new, veterans to the games, and people who might not even work well as a team themselves. ",INT-GRP,High Frequency
88,True,7.0,Always,"Dark Souls,Team Fortress 2 (TF2),Minecraft,Osu,Terraria","Yes, I believe it does. In one of the aforementioned games, Team Fortress 2 (a class-based, arena movement shooter), **teamwork** is often vital to complete objectives whether it be pushing through entryways, capturing points, or defending points. In team fights, focus firing with other team members is essential to winning as some of the 9 playable classes have large health pools which makes them difficult to deal with on their own. And when pushing objectives, many times there are moments where you or others have to be willing to sacrifice your own life to either kill important targets that prevent your team from pushing into an area (i.e. medics, snipers, and engineers) or make space for your team.",INT-GRP,High Frequency
88,True,7.0,Always,"Dark Souls,Team Fortress 2 (TF2),Minecraft,Osu,Terraria","Yes, I believe it does. In one of the aforementioned games, Team Fortress 2 (a class-based, arena movement shooter), teamwork is often vital to complete objectives whether it be pushing through entryways, capturing points, or defending points. In team fights, focus firing with other team members is essential to winning as some of the 9 playable classes have large health pools which makes them difficult to deal with on their own. And when pushing objectives, many times there are moments where you or others have to be willing to **sacrifice** your own life to either kill important targets that prevent your team from pushing into an area (i.e. medics, snipers, and engineers) or make space for your team.",INT-OTH,High Frequency
88,True,3.0,Most of the time,"Call of Duty: Warzone,Call of Duty: Multiplayer,Minecraft,Valorant,Other random co-op games","I do believe gaming makes me a better team player because I primarily play team based games or games that I can experience with at least one friend. I believe that playing these team based games teaches me how to make decisions and conduct myself in a manner that puts the **objective** of the team at or above the level of my own personal goals. This also allows me to recognize the similarities in my own goals and the teams to try and figure out how we can all win. In addition, even if I'm not playing a team game but still paying with a friend I am always learning about how they play the game and their style, technique, and how they communicate. I believe recognizing all of these traits in combination with my own traits allows me to be a better team player by figuring out how to work with each others unique style. All in all, I think gaming makes me a better team player because I am always working to figure out how I fit in with whoever I'm playing with at any given time to make things fun and run smoothly.",PRO-GOL,Low Frequency
88,True,3.0,Most of the time,"Call of Duty: Warzone,Call of Duty: Multiplayer,Minecraft,Valorant,Other random co-op games","I do believe gaming makes me a better **team player** because I primarily play **team based games** or games that I can experience with at least one friend. I believe that playing these **team based games** teaches me how to make decisions and conduct myself in a manner that puts the objective of the team at or above the level of my own personal goals. This also allows me to recognize the similarities in my own goals and the **teams** to try and figure out how we can all win. In addition, even if I'm not playing a team game but still paying with a friend I am always learning about how they play the game and their style, technique, and how they communicate. I believe recognizing all of these traits in combination with my own traits allows me to be a better **team player** by figuring out how to work with each others unique style. All in all, I think gaming makes me a better **team player** because I am always working to figure out how I fit in with whoever I'm playing with at any given time to make things fun and run smoothly.",INT-GRP,Low Frequency
89,True,7.0,Half of the time,"Rainbow Six Siege,War Thunder,Hearts of Iron IV,Squad,F1",I suppose I know what's expected of me by the team because of gaming and want to meet these expectations so I don't let down the team.,UNCODED,High Frequency
89,True,5.0,Most of the time,"Risk of Rain 2,Apex Legends,Witcher 3,Deep Rock Galactic,Civilization","I don't know if gaming MADE me a better **team player**. However, between myself and the people I play with, we are usually very constructive and don't usually put each other down.",INT-GRP,High Frequency
89,True,6.0,Some of the time,"Valorant,Whatever story game I have picked up (Witcher 3\, Kingdom Hearts\, God of War\, Metal Gear Solid),Whatever multiplayer game my friends tell me to play,Mobile games,Teamfight Tactics","I wouldn't say that my gaming makes me a better **team player** but it makes me a more understanding **team player**. Sometimes, I may not have the best playstyle or best game sense, but I would want to be treated fairly. If I'm doing poorly, I wouldn't want my teammates to rip into me and not help me improve. If they give me fair criticism, I would actually appreciate that. Therefore, I remember how I would like to be treated when working in a team in real life.",INT-GRP,High Frequency
89,True,6.0,Some of the time,"Valorant,Whatever story game I have picked up (Witcher 3\, Kingdom Hearts\, God of War\, Metal Gear Solid),Whatever multiplayer game my friends tell me to play,Mobile games,Teamfight Tactics","I wouldn't say that my gaming makes me a better team player but it makes me a more understanding team player. Sometimes, I may not have the best playstyle or best game sense, but I would want to be treated fairly. If I'm doing poorly, I wouldn't want my teammates to rip into me and not **help** me improve. If they give me fair criticism, I would actually appreciate that. Therefore, I remember how I would like to be treated when working in a team in real life.",INT-OTH,High Frequency
89,True,5.0,Some of the time,"Hollow Knight,God of War ,Mario Kart,Call of Duty,Human: Fall Flat","Yes, gaming makes me a better **team player**. I learn a lot of new ideas/strategies by playing with friends and seeing how they do things.",INT-GRP,High Frequency
89,True,5.0,Half of the time,"AC Unity,COD MWII / WZ,HOI4,Rust,Minecraft","Gaming definitely makes me a better team player. It not only teaches me how to act with a team, but how to communicate with them. Understanding that you are part of a larger force and not going in solo makes you react different to certain situations and play differently depending on what is thrown your way. Gaming taught me how to rely on teammates and how to effectively work as a unit in able to achieve a **goal**.",PRO-GOL,High Frequency
89,True,5.0,Half of the time,"AC Unity,COD MWII / WZ,HOI4,Rust,Minecraft","Gaming definitely makes me a better **team player**. It not only teaches me how to act with a team, but how to communicate with them. Understanding that you are part of a larger force and not going in solo makes you react different to certain situations and play differently depending on what is thrown your way. Gaming taught me how to rely on teammates and how to effectively work as a unit in able to achieve a goal.",INT-GRP,High Frequency
89,True,5.0,Half of the time,"AC Unity,COD MWII / WZ,HOI4,Rust,Minecraft","Gaming definitely makes me a better team player. It not only teaches me how to act with a team, but how to communicate with them. Understanding that you are part of a larger force and not going in **solo** makes you react different to certain situations and play differently depending on what is thrown your way. Gaming taught me how to rely on teammates and how to effectively work as a unit in able to achieve a goal.",DEF-SLO,High Frequency
90,True,2.0,Most of the time,"Rocket League,Battlefield 1,Gorilla Tag,Beat Saber,Pistol Whip",I think call-outs and general **teamwork** in videos games can make you a better **team player**. They provide a good foundation for working in **teams** in the future.,INT-GRP,Low Frequency
90,True,4.0,Half of the time,"Halo,Call of Duty,Fornite,Gears of War,Left 4 Dead 2",Yes! It helps with both learning to communicate with others effectively as well as understanding how others receive my communication. It helps me understand how to prioritize certain objectives and also how to **adapt to** constantly **changing** situations. Gaming with a team also helps with negotiation as different people have different goals.,PRO-ADP,High Frequency
91,True,5.0,Most of the time,"Destiny 2,Call of Duty,Skyrim,Apex Legends,Fallout","Yes. It has helped in many ways such as communication skills and learning how to offer support and help when needed. In order to get the end result wanted in the game, we need to **work as a team**. ",CLB-COP,High Frequency
91,True,5.0,Most of the time,"Destiny 2,Call of Duty,Skyrim,Apex Legends,Fallout","Yes. It has helped in many ways such as communication **skills** and learning how to offer support and help when needed. In order to get the end result wanted in the game, we need to work as a team. ",CLB-MNG,High Frequency
91,True,5.0,Most of the time,"Destiny 2,Call of Duty,Skyrim,Apex Legends,Fallout","Yes. It has helped in many ways such as communication skills and learning how to offer **support** and **help** when needed. In order to get the end result wanted in the game, we need to work as a team. ",INT-OTH,High Frequency
91,True,5.0,Most of the time,"Rainbow Six Siege,Death Stranding,Deep Rock Galactic ,Sea of Thieves,Factorio","I would say so, the experience of playing with friends and **coordinating** your actions in order to win a competition or complete a puzzle/action can really help you understand team dynamics and how to work with others. ",CLB-COP,High Frequency
91,True,5.0,Most of the time,"Rainbow Six Siege,Death Stranding,Deep Rock Galactic ,Sea of Thieves,Factorio","I would say so, the experience of playing with friends and coordinating your actions in order to win a competition or complete a puzzle/action can really **help** you understand team dynamics and how to work with others. ",INT-OTH,High Frequency
91,True,4.0,Half of the time,"Far Cry 5,Assassin's Creed: Odyssey ,Overwatch,Minecraft,Streets of Rage 2","Gaming does make me a better team player. It helps me understand and be attentive to the immediate needs of others, as well as **coordinating** plans. For example, in Overwatch, I tend to play as support characters and I consistently check for healing requests from others or watch for their critical health status.",CLB-COP,High Frequency
91,True,4.0,Half of the time,"Far Cry 5,Assassin's Creed: Odyssey ,Overwatch,Minecraft,Streets of Rage 2","Gaming does make me a better **team player**. It helps me understand and be attentive to the immediate needs of others, as well as coordinating plans. For example, in Overwatch, I tend to play as support characters and I consistently check for healing requests from others or watch for their critical health status.",INT-GRP,High Frequency
91,True,4.0,Half of the time,"Far Cry 5,Assassin's Creed: Odyssey ,Overwatch,Minecraft,Streets of Rage 2","Gaming does make me a better team player. It helps me understand and be attentive to the immediate needs of others, as well as coordinating plans. For example, in Overwatch, I tend to play as **support** characters and I consistently check for healing requests from others or watch for their critical health status.",INT-OTH,High Frequency
92,True,4.0,Some of the time,"Mario Kart,The Legend of Zelda: Breath of the Wild,CSGO,Stardew Valley,Portal 2",It helps me to communicate more **efficiently** and effectively,COM-EFF,High Frequency
93,True,3.0,Most of the time,"Elden Ring,Apex Legends,Horizon Zero Dawn,Overwatch,Rocket League","I believe gaming makes me a better team player based on the **specific** video games that I play. Most of them are team based games, where one person working by themselves will hardly make a difference, but when working as a team, are able to make significant progress. For example, Apex Legends requires that I play in teams of 3. While I can go off on my own and play the game without teammates, I have a much better survival rate when I play with a full team and communicate our strategy for winning the match. If I need help in a fight, or with equipment, chances are that at least one other person will make a huge difference rather than trying to survive alone against others who are most likely working together. I find myself communicating what I need, as well as how I can help my teammates. Large tasks can be split up among teammates for more efficiency and if I get in trouble, someone usually has the ability to help me and vice versa. ",COM-CLR,Low Frequency
93,True,3.0,Most of the time,"Elden Ring,Apex Legends,Horizon Zero Dawn,Overwatch,Rocket League","I believe gaming makes me a better team player based on the specific video games that I play. Most of them are team based games, where one person working by themselves will hardly make a difference, but when **working as a team**, are able to make significant progress. For example, Apex Legends requires that I play in teams of 3. While I can go off on my own and play the game without teammates, I have a much better survival rate when I play with a full team and communicate our strategy for winning the match. If I need help in a fight, or with equipment, chances are that at least one other person will make a huge difference rather than trying to survive alone against others who are most likely **working together**. I find myself communicating what I need, as well as how I can help my teammates. Large tasks can be split up among teammates for more efficiency and if I get in trouble, someone usually has the ability to help me and vice versa. ",CLB-COP,Low Frequency
93,True,3.0,Most of the time,"Elden Ring,Apex Legends,Horizon Zero Dawn,Overwatch,Rocket League","I believe gaming makes me a better team player based on the specific video games that I play. Most of them are team based games, where one person working by themselves will hardly make a difference, but when working as a team, are able to make significant progress. For example, Apex Legends requires that I play in teams of 3. While I can go off on my own and play the game without teammates, I have a much better survival rate when I play with a full team and communicate our **strategy** for winning the match. If I need help in a fight, or with equipment, chances are that at least one other person will make a huge difference rather than trying to survive alone against others who are most likely working together. I find myself communicating what I need, as well as how I can help my teammates. Large tasks can be split up among teammates for more efficiency and if I get in trouble, someone usually has the ability to help me and vice versa. ",PRO-STR,Low Frequency
93,True,3.0,Most of the time,"Elden Ring,Apex Legends,Horizon Zero Dawn,Overwatch,Rocket League","I believe gaming makes me a better **team player** based on the specific video games that I play. Most of them are **team based games**, where one person working by themselves will hardly make a difference, but when working as a team, are able to make significant progress. For example, Apex Legends requires that I play in **teams** of 3. While I can go off on my own and play the game without teammates, I have a much better survival rate when I play with a full team and communicate our strategy for winning the match. If I need help in a fight, or with equipment, chances are that at least one other person will make a huge difference rather than trying to survive alone against others who are most likely working together. I find myself communicating what I need, as well as how I can help my teammates. Large tasks can be split up among teammates for more efficiency and if I get in trouble, someone usually has the ability to help me and vice versa. ",INT-GRP,Low Frequency
93,True,3.0,Most of the time,"Elden Ring,Apex Legends,Horizon Zero Dawn,Overwatch,Rocket League","I believe gaming makes me a better team player based on the specific video games that I play. Most of them are team based games, where one person working by themselves will hardly make a difference, but when working as a team, are able to make significant progress. For example, Apex Legends requires that I play in teams of 3. While I can go off on my own and play the game without teammates, I have a much better survival rate when I play with a full team and communicate our strategy for winning the match. If I need **help** in a fight, or with equipment, chances are that at least one other person will make a huge difference rather than trying to survive alone against others who are most likely working together. I find myself communicating what I need, as well as how I can **help** my teammates. Large tasks can be split up among teammates for more efficiency and if I get in trouble, someone usually has the ability to **help** me and vice versa. ",INT-OTH,Low Frequency
93,True,3.0,Most of the time,"Elden Ring,Apex Legends,Horizon Zero Dawn,Overwatch,Rocket League","I believe gaming makes me a better team player based on the specific video games that I play. Most of them are team based games, where one person working by themselves will hardly make a difference, but when working as a team, are able to make significant progress. For example, Apex Legends requires that I play in teams of 3. While I can go off on my own and play the game without teammates, I have a much better survival rate when I play with a full team and communicate our strategy for winning the match. If I need help in a fight, or with equipment, chances are that at least one other person will make a huge difference rather than trying to survive **alone** against others who are most likely working together. I find myself communicating what I need, as well as how I can help my teammates. Large tasks can be split up among teammates for more efficiency and if I get in trouble, someone usually has the ability to help me and vice versa. ",DEF-SLO,Low Frequency
93,True,3.0,Most of the time,"Elden Ring,Apex Legends,Horizon Zero Dawn,Overwatch,Rocket League","I believe gaming makes me a better team player based on the specific video games that I play. Most of them are team based games, where one person working by themselves will hardly make a difference, but when working as a team, are able to make significant progress. For example, Apex Legends requires that I play in teams of 3. While I can **go off on my own** and play the game without teammates, I have a much better survival rate when I play with a full team and communicate our strategy for winning the match. If I need help in a fight, or with equipment, chances are that at least one other person will make a huge difference rather than trying to survive alone against others who are most likely working together. I find myself communicating what I need, as well as how I can help my teammates. Large tasks can be split up among teammates for more efficiency and if I get in trouble, someone usually has the ability to help me and vice versa. ",CTR-LWF,Low Frequency
93,True,7.0,Most of the time,"Rocket League,League of Legends,Minecraft,Terraria,CS:GO","I play competitive League of Legends for CSU and there is nothing worse than having someone on your team that flames you for making mistakes. Everyone makes mistakes and blaming others when they makes mistakes says a lot about someone's social awareness. I really think that playing games with a team allows for better communication **skills**, and less passive aggressive comments towards other group members. For example, the **role** I play in League of Legends can require a lot of resources from my team early to ensure I will be stronger towards the end of the game. Being able to communicate what I need early on allows for a much easier process later in the game. Expressing what you need to be successful in a project is a very similar concept.",CLB-MNG,High Frequency
93,True,7.0,Most of the time,"Rocket League,League of Legends,Minecraft,Terraria,CS:GO","I play competitive League of Legends for CSU and there is nothing worse than having someone on your team that flames you for making mistakes. Everyone makes mistakes and blaming others when they makes mistakes says a lot about someone's social awareness. I really think that playing games with a team allows for better communication skills, and less passive aggressive comments towards other **group** members. For example, the role I play in League of Legends can require a lot of resources from my team early to ensure I will be stronger towards the end of the game. Being able to communicate what I need early on allows for a much easier process later in the game. Expressing what you need to be successful in a project is a very similar concept.",INT-GRP,High Frequency
93,True,7.0,Most of the time,"Rocket League,League of Legends,Minecraft,Terraria,CS:GO","I play competitive League of Legends for CSU and there is nothing worse than having someone on your team that flames you for making mistakes. Everyone makes mistakes and blaming others when they makes mistakes says a lot about someone's social **awareness**. I really think that playing games with a team allows for better communication skills, and less passive aggressive comments towards other group members. For example, the role I play in League of Legends can require a lot of resources from my team early to ensure I will be stronger towards the end of the game. Being able to communicate what I need early on allows for a much easier process later in the game. Expressing what you need to be successful in a project is a very similar concept.",INT-AWR,High Frequency
93,True,7.0,Most of the time,"Rocket League,League of Legends,Minecraft,Terraria,CS:GO","I play competitive League of Legends for CSU and there is nothing worse than having someone on your team that flames you for making **mistakes**. Everyone makes **mistakes** and blaming others when they makes **mistakes** says a lot about someone's social awareness. I really think that playing games with a team allows for better communication skills, and less passive aggressive comments towards other group members. For example, the role I play in League of Legends can require a lot of resources from my team early to ensure I will be stronger towards the end of the game. Being able to communicate what I need early on allows for a much easier process later in the game. Expressing what you need to be successful in a project is a very similar concept.",INT-VUL,High Frequency
93,True,7.0,Most of the time,"Rocket League,League of Legends,Minecraft,Terraria,CS:GO","I play competitive League of Legends for CSU and there is nothing worse than having someone on your team that flames you for making mistakes. Everyone makes mistakes and blaming others when they makes mistakes says a lot about someone's social awareness. I really think that playing games with a team allows for better communication skills, and less **passive** aggressive comments towards other group members. For example, the role I play in League of Legends can require a lot of resources from my team early to ensure I will be stronger towards the end of the game. Being able to communicate what I need early on allows for a much easier process later in the game. Expressing what you need to be successful in a project is a very similar concept.",SEF-FLW,High Frequency
93,True,7.0,Most of the time,"Rocket League,League of Legends,Minecraft,Terraria,CS:GO","I play competitive League of Legends for CSU and there is nothing worse than having someone on your team that flames you for making **mistakes**. Everyone makes **mistakes** and blaming others when they makes **mistakes** says a lot about someone's social awareness. I really think that playing games with a team allows for better communication skills, and less passive aggressive comments towards other group members. For example, the role I play in League of Legends can require a lot of resources from my team early to ensure I will be stronger towards the end of the game. Being able to communicate what I need early on allows for a much easier process later in the game. Expressing what you need to be successful in a project is a very similar concept.",DEF-IRR,High Frequency
93,True,2.0,Most of the time,"among us,overwatch ,minecraft,wii sports ,fortnite",It allows me to **practice communication** skills. So I would consider it benefical,COM-EFF,Low Frequency
93,True,2.0,Most of the time,"among us,overwatch ,minecraft,wii sports ,fortnite",It allows me to practice communication **skills**. So I would consider it benefical,CLB-MNG,Low Frequency
93,True,5.0,Half of the time,"Destiny 2 ,Call of Duty Modern Warfare 2 (2022),Spiritfarer,Animal Crossing,Misc. Rhythm Games","My gaming makes me a better team player. This is because I have to learn how to cooperate with others to accomplish a common goal with voice chat or not. Most times I do have a select group of friends I vocally communicate with online when playing competitive games such as Call of Duty or Destiny. In Destiny, communication and cooperativeness are extremely important in activities called raids that allow 6 players to complete a glorified dungeon together. You have to declare what role you play in each encounter, call out different bosses so your team can take it down together to progress, make sure to revive each other and know how to use your revive token, and allowing for everyone to voice concerns when one is confused or just needs help. 

Raids can be a little **stressful** for me since there's a tendency of everyone speaking over each other which could lead to frustration, but this taught me how to speak up for myself and for others because if I don't say a certain call out it could lead to my whole team restarting the encounter. So I would definitely say that gaming made me more of a team player in the long run. ",COM-PSR,High Frequency
93,True,5.0,Half of the time,"Destiny 2 ,Call of Duty Modern Warfare 2 (2022),Spiritfarer,Animal Crossing,Misc. Rhythm Games","My gaming makes me a better team player. This is because I have to learn how to **cooperate** with others to accomplish a common goal with voice chat or not. Most times I do have a select group of friends I vocally communicate with online when playing competitive games such as Call of Duty or Destiny. In Destiny, communication and cooperativeness are extremely important in activities called raids that allow 6 players to complete a glorified dungeon together. You have to declare what role you play in each encounter, call out different bosses so your team can take it down together to progress, make sure to revive each other and know how to use your revive token, and allowing for everyone to voice concerns when one is confused or just needs help. 

Raids can be a little stressful for me since there's a tendency of everyone speaking over each other which could lead to frustration, but this taught me how to speak up for myself and for others because if I don't say a certain call out it could lead to my whole team restarting the encounter. So I would definitely say that gaming made me more of a team player in the long run. ",CLB-COP,High Frequency
93,True,5.0,Half of the time,"Destiny 2 ,Call of Duty Modern Warfare 2 (2022),Spiritfarer,Animal Crossing,Misc. Rhythm Games","My gaming makes me a better team player. This is because I have to learn how to cooperate with others to accomplish a common goal with voice chat or not. Most times I do have a select group of friends I vocally communicate with online when playing competitive games such as Call of Duty or Destiny. In Destiny, communication and cooperativeness are extremely important in activities called raids that allow 6 players to complete a glorified dungeon together. You have to declare what **role** you play in each encounter, call out different bosses so your team can take it down together to progress, make sure to revive each other and know how to use your revive token, and allowing for everyone to voice concerns when one is confused or just needs help. 

Raids can be a little stressful for me since there's a tendency of everyone speaking over each other which could lead to frustration, but this taught me how to speak up for myself and for others because if I don't say a certain call out it could lead to my whole team restarting the encounter. So I would definitely say that gaming made me more of a team player in the long run. ",CLB-MNG,High Frequency
93,True,5.0,Half of the time,"Destiny 2 ,Call of Duty Modern Warfare 2 (2022),Spiritfarer,Animal Crossing,Misc. Rhythm Games","My gaming makes me a better team player. This is because I have to learn how to cooperate with others to accomplish a **common goal** with voice chat or not. Most times I do have a select group of friends I vocally communicate with online when playing competitive games such as Call of Duty or Destiny. In Destiny, communication and cooperativeness are extremely important in activities called raids that allow 6 players to complete a glorified dungeon together. You have to declare what role you play in each encounter, call out different bosses so your team can take it down together to progress, make sure to revive each other and know how to use your revive token, and allowing for everyone to voice concerns when one is confused or just needs help. 

Raids can be a little stressful for me since there's a tendency of everyone speaking over each other which could lead to frustration, but this taught me how to speak up for myself and for others because if I don't say a certain call out it could lead to my whole team restarting the encounter. So I would definitely say that gaming made me more of a team player in the long run. ",PRO-GOL,High Frequency
