final score,7017232: I am a gamer.,7017233: How many days per week do you game?,7017234: How often do you game in a team?,7017235: List the top 5 games you play with the most frequent first.,7017236: Does your gaming make you a better team player? How?,CODE,Gamer Group
79,True,2.0,Some of the time,"Civilization,Assasins Creed,Halo,Age of Empire,dues ex","Not really, never got into **multiplayer** games.",INT-GRP,Low Frequency
79,True,2.0,Half of the time,"Call of Duty: Modern Warfare,grand theft auto V,call of duty Call of Duty: Warzone,Fifa,God of War",I think yes because most of my favorite games require good team **skills**.,CLB-MNG,Low Frequency
79,True,7.0,Some of the time,"League of Legends,Minecraft,Genshin Impact,Witcher 3,Borderlands 2","Sometimes, I'll either play really well and work as a coordinated team or everyone will just do their own thing and wont even type to each other. Overall I would say no though, because I usually like to be **solo** and do my own thing.",DEF-SLO,High Frequency
79,True,4.0,Half of the time,"7th Continent,Gloomhaven,Time stories,7 Wonders,Dungeons and dragons","Beyond a doubt, I particularly like co-operative scenario based games, or semi-co-operative games. These particularly hone your **skills** to pick up on subtle social cues and read people, and work in a team",CLB-MNG,High Frequency
79,True,4.0,Half of the time,"7th Continent,Gloomhaven,Time stories,7 Wonders,Dungeons and dragons","Beyond a **doubt**, I particularly like co-operative scenario based games, or semi-co-operative games. These particularly hone your skills to pick up on subtle social cues and read people, and work in a team",SEF-LCK,High Frequency
80,True,4.0,Some of the time,"Sid Meier's Civilization VI,Sid Meier's Civilization V,Europa Universalis IV,Counter-Strike: Global Offensive,Skyrim","Most of the games I play are single-player. However, playing a decent amount of Counter-Strike it is obvious that good **team coordination** is better than just having one skilled player. Personally, my gaming style has not boosted my team player ability much simply because I do most often play single-player.",CLB-COP,High Frequency
80,True,4.0,Some of the time,"Sid Meier's Civilization VI,Sid Meier's Civilization V,Europa Universalis IV,Counter-Strike: Global Offensive,Skyrim","Most of the games I play are single-player. However, playing a decent amount of Counter-Strike it is obvious that good team coordination is better than just having one skilled player. Personally, my gaming style has not boosted my **team player** ability much simply because I do most often play single-player.",INT-GRP,High Frequency
80,True,4.0,Some of the time,"Sid Meier's Civilization VI,Sid Meier's Civilization V,Europa Universalis IV,Counter-Strike: Global Offensive,Skyrim","Most of the games I play are **single-player**. However, playing a decent amount of Counter-Strike it is obvious that good team coordination is better than just having one skilled player. Personally, my gaming style has not boosted my team player ability much simply because I do most often play **single-player**.",DEF-SLO,High Frequency
80,True,7.0,Some of the time,"Pokémon,Fire Emblem,Monster Hunter,The Legend of Zelda,Super Smash Bros.","In a few ways, yes and no. In general, playing team games contributes to my tendency to pick up the slack where teammates are lacking. However, this often contributes to feelings of resent, where I often think to myself that I would be better off by myself. Though, this is often hit or miss, as being in a team makes it easier to project one's shortcomings onto the team.",UNCODED,High Frequency
82,True,6.0,Always,"League of legends,Destiny 2,Genshin impact,Counter-Strike,Apex Legends",I think so. Most of the games I play are games that emphasize teamwork. Single-player games do not experience the joy of multi-player **cooperation**. It kind of focus me to have teamwork.,CLB-COP,High Frequency
82,True,6.0,Always,"League of legends,Destiny 2,Genshin impact,Counter-Strike,Apex Legends",I think so. Most of the games I play are games that emphasize **teamwork**. Single-player games do not experience the joy of multi-player cooperation. It kind of focus me to have **teamwork**.,INT-GRP,High Frequency
82,True,6.0,Always,"League of legends,Destiny 2,Genshin impact,Counter-Strike,Apex Legends",I think so. Most of the games I play are games that emphasize teamwork. **Single-player** games do not experience the joy of multi-player cooperation. It kind of focus me to have teamwork.,DEF-SLO,High Frequency
83,True,2.0,Some of the time,"COD,fortnite,,,",I don't think my gaming has made me a better **team player**.,INT-GRP,Low Frequency
83,True,1.0,Half of the time,"MLB The Show,Rocket League,Call Of Duty,Fortnite,","Note - all my answers above are based on when I used to play video games, before starting school. Working full time and attending university don't allow me the time to play video games anymore. ANSWER: I enjoy video games more when I play with others. When I **play by myself** I get bored, things feel repetitive and I lose interest. To be honest, gaming with friends may be a way for me to hang with friends that don't live nearby, or that I don't see often. Winning, and losing as a team, laughing together and getting upset together is fun.",DEF-SLO,Low Frequency
83,True,5.0,Most of the time,"rocket league,battlefield 2042,apex legends,counter strike,dark souls",Yes I think gaming makes me a better **team player** because when I am playing with my friends on a team we are always communicating to each other. Also even with you are without your friends games such as apex legends allow you to work with other random teammates which is very helpful as that will be the case in a working environment.,INT-GRP,High Frequency
84,True,3.0,Some of the time,"destiny2,valorant,borderlands 3,far cry,diablo2 resurrected",This is because communication with teammates is essential to win games that require strategies.,UNCODED,Low Frequency
84,True,5.0,Most of the time,"Project Zomboid,Valorant,Rainbow Six Siege,Counter Strike GO,Minecraft",Gaming makes me a better team player because for most of the games I play playing as a team is essential to winning. I know how to **coordinate** a group of people in order to reach a common goal. I understand that each person must have their role in order have success as a group. I also know what it is like to be frustrated with team members but I know how to put that frustration aside and continue **working together**.,CLB-COP,High Frequency
84,True,5.0,Most of the time,"Project Zomboid,Valorant,Rainbow Six Siege,Counter Strike GO,Minecraft",Gaming makes me a better team player because for most of the games I play playing as a team is essential to winning. I know how to coordinate a group of people in order to reach a common goal. I understand that each person must have their **role** in order have success as a group. I also know what it is like to be frustrated with team members but I know how to put that frustration aside and continue working together.,CLB-MNG,High Frequency
84,True,5.0,Most of the time,"Project Zomboid,Valorant,Rainbow Six Siege,Counter Strike GO,Minecraft",Gaming makes me a better team player because for most of the games I play playing as a team is essential to winning. I know how to coordinate a group of people in order to reach a **common goal**. I understand that each person must have their role in order have success as a group. I also know what it is like to be frustrated with team members but I know how to put that frustration aside and continue working together.,PRO-GOL,High Frequency
84,True,5.0,Most of the time,"Project Zomboid,Valorant,Rainbow Six Siege,Counter Strike GO,Minecraft",Gaming makes me a better **team player** because for most of the games I play playing as a team is essential to winning. I know how to coordinate a **group** of people in order to reach a common goal. I understand that each person must have their role in order have success as a **group**. I also know what it is like to be frustrated with team members but I know how to put that frustration aside and continue working together.,INT-GRP,High Frequency
84,True,5.0,Most of the time,"Project Zomboid,Valorant,Rainbow Six Siege,Counter Strike GO,Minecraft",Gaming makes me a better team player because for most of the games I play playing as a team is essential to winning. I know how to coordinate a group of people in order to reach a common goal. I understand that each person must have their role in order have success as a group. I also know what it is like to be frustrated with team members but I know how to put that **frustration** aside and continue working together.,DEF-IRR,High Frequency
84,True,3.0,Some of the time,"Dragon Age (Most recently Inquisition),Pokemon,Skyrim,Stardew Valley,Destiny 2","Sure, when I play Destiny 2! I pretty much only play **single-player** RPGs. When I play Destiny 2 with my brothers, we make a great team over Discord :)",DEF-SLO,Low Frequency
84,True,5.0,Some of the time,"Star Wars fallen order,Grand theft auto 5,Minecraft,Crossword ,Team fortress 2",Gaming improves my team working skills by allowing me to work on **effective communication** and uses everyone’s strengths to the best of their ability,COM-EFF,High Frequency
84,True,5.0,Some of the time,"Star Wars fallen order,Grand theft auto 5,Minecraft,Crossword ,Team fortress 2",Gaming improves my team working **skills** by allowing me to work on effective communication and uses everyone’s **strengths** to the best of their ability,CLB-MNG,High Frequency
85,True,7.0,Most of the time,"War of the Visions FFBE,Final Fantasy XIV,,,","Yes, my gaming makes me a better team player. In Final Fantasy XIV, I normally play as a healer. To complete most of the instanced content (such as dungeons, raids, etc.), the player has to be in either a preformed or random group. Every player has a **role** in the group, be it a tank, a healer, or a damage dealer. Each **role** has their part to play in order to complete the content. As a healer, I have to not only make sure I handle the dungeon properly myself, but I also have to make sure the other players stay alive in the content. Even further, the more each player optimizes how they play, the easier and faster it is to complete the content. I normally also have to work with the tanks and other healers (if there are others) to handle mechanics that require communication, such as if the tank is about to take a lot of damage and will require shields and healing. More specifically, I play as a ""shield healer"" so my **role** is to predict what is coming and mitigate the damage as much as I can, that way less is taken and therefore less actual healing is required. Lastly, I also play a bit of the other roles so that I can better understand the content from different perspectives. This allows me to be a better healer, because I know what to expect and how to handle it. The combination of all of these has helped me become a team player, as I have learned to complement, compromise, and communicate with the rest of the team.",CLB-MNG,High Frequency
85,True,7.0,Most of the time,"War of the Visions FFBE,Final Fantasy XIV,,,","Yes, my gaming makes me a better **team player**. In Final Fantasy XIV, I normally play as a healer. To complete most of the instanced content (such as dungeons, raids, etc.), the player has to be in either a preformed or random **group**. Every player has a role in the **group**, be it a tank, a healer, or a damage dealer. Each role has their part to play in order to complete the content. As a healer, I have to not only make sure I handle the dungeon properly myself, but I also have to make sure the other players stay alive in the content. Even further, the more each player optimizes how they play, the easier and faster it is to complete the content. I normally also have to work with the tanks and other healers (if there are others) to handle mechanics that require communication, such as if the tank is about to take a lot of damage and will require shields and healing. More specifically, I play as a ""shield healer"" so my role is to predict what is coming and mitigate the damage as much as I can, that way less is taken and therefore less actual healing is required. Lastly, I also play a bit of the other roles so that I can better understand the content from different perspectives. This allows me to be a better healer, because I know what to expect and how to handle it. The combination of all of these has helped me become a **team player**, as I have learned to complement, compromise, and communicate with the rest of the team.",INT-GRP,High Frequency
85,True,7.0,Most of the time,"War of the Visions FFBE,Final Fantasy XIV,,,","Yes, my gaming makes me a better team player. In Final Fantasy XIV, I normally play as a **healer**. To complete most of the instanced content (such as dungeons, raids, etc.), the player has to be in either a preformed or random group. Every player has a role in the group, be it a tank, a **healer**, or a damage dealer. Each role has their part to play in order to complete the content. As a **healer**, I have to not only make sure I handle the dungeon properly myself, but I also have to make sure the other players stay alive in the content. Even further, the more each player optimizes how they play, the easier and faster it is to complete the content. I normally also have to work with the tanks and other healers (if there are others) to handle mechanics that require communication, such as if the tank is about to take a lot of damage and will require shields and healing. More specifically, I play as a ""shield **healer**"" so my role is to predict what is coming and mitigate the damage as much as I can, that way less is taken and therefore less actual healing is required. Lastly, I also play a bit of the other roles so that I can better understand the content from different perspectives. This allows me to be a better **healer**, because I know what to expect and how to handle it. The combination of all of these has helped me become a team player, as I have learned to complement, compromise, and communicate with the rest of the team.",INT-OTH,High Frequency
85,True,3.0,Some of the time,"League of Legends,Skyrim,Starcraft2,Fallout,",It can. It helps to be able to communicate **clearly** with your team. It makes for a higher success rate.,COM-CLR,Low Frequency
86,True,3.0,Always,"Counter Strike,Call of Duty Warzone,League of Legends,N/A,N/A","Yes, gaming tends to make me a better **team player**. In most of the games I play **teamwork** is encouraged and necessary to win. I have learned from experience that if there is major conflict among teammates or certain members of the team working alone it usually leads to losing.",INT-GRP,Low Frequency
86,True,3.0,Always,"Counter Strike,Call of Duty Warzone,League of Legends,N/A,N/A","Yes, gaming tends to make me a better team player. In most of the games I play teamwork is encouraged and necessary to win. I have learned from experience that if there is major conflict among teammates or certain members of the team working **alone** it usually leads to losing.",DEF-SLO,Low Frequency
86,True,5.0,Most of the time,"Valorant,League of Legends,Rocket League,Back 4 Blood,Enter the Gungeon","Yes, I would say gaming makes me a better team player. This is because it helps with communication, separate roles allow for versatility and there are **specific** tasks for each role, and team based games help with decision making based on what information you do and don't know.",COM-CLR,High Frequency
86,True,5.0,Most of the time,"Valorant,League of Legends,Rocket League,Back 4 Blood,Enter the Gungeon","Yes, I would say gaming makes me a better team player. This is because it helps with communication, separate roles allow for versatility and there are specific tasks for each **role**, and team based games help with decision making based on what information you do and don't know.",CLB-MNG,High Frequency
86,True,5.0,Most of the time,"Valorant,League of Legends,Rocket League,Back 4 Blood,Enter the Gungeon","Yes, I would say gaming makes me a better team player. This is because it helps with communication, separate roles allow for **versatility** and there are specific tasks for each role, and team based games help with decision making based on what information you do and don't know.",PRO-ADP,High Frequency
86,True,5.0,Most of the time,"Valorant,League of Legends,Rocket League,Back 4 Blood,Enter the Gungeon","Yes, I would say gaming makes me a better **team player**. This is because it helps with communication, separate roles allow for versatility and there are specific tasks for each role, and **team based games** help with decision making based on what information you do and don't know.",INT-GRP,High Frequency
86,True,5.0,Most of the time,"Valorant,League of Legends,Rocket League,Back 4 Blood,Enter the Gungeon","Yes, I would say gaming makes me a better team player. This is because it helps with communication, separate roles allow for versatility and there are specific tasks for each role, and team based games **help** with decision making based on what information you do and don't know.",INT-OTH,High Frequency
86,False,1.0,Half of the time,"Apex Legends,Outer Worlds ,Call of Duty,Rocket League ,Fallout: New Vegas","Yes, I think that working towards a common goal with another person over a multiplayer game builds communication **skills**. These **skills** are mostly patience and problem solving.",CLB-MNG,Low Frequency
86,False,1.0,Half of the time,"Apex Legends,Outer Worlds ,Call of Duty,Rocket League ,Fallout: New Vegas","Yes, I think that working towards a **common goal** with another person over a multiplayer game builds communication skills. These skills are mostly patience and problem solving.",PRO-GOL,Low Frequency
86,False,1.0,Half of the time,"Apex Legends,Outer Worlds ,Call of Duty,Rocket League ,Fallout: New Vegas","Yes, I think that working towards a common goal with another person over a **multiplayer** game builds communication skills. These skills are mostly patience and problem solving.",INT-GRP,Low Frequency
86,False,1.0,Half of the time,"Apex Legends,Outer Worlds ,Call of Duty,Rocket League ,Fallout: New Vegas","Yes, I think that working towards a common goal with another person over a multiplayer game builds communication skills. These skills are mostly **patience** and problem solving.",INT-PAT,Low Frequency
87,True,5.0,Half of the time,"Assorted Card Games,Assorted Board Games,Halo,The Binding of Issac,Assorted Fighting Games","In the past when I was more competitive about first person shooters, those games were the main place in which I developed **cooperative** skills.",CLB-COP,High Frequency
87,True,5.0,Half of the time,"Assorted Card Games,Assorted Board Games,Halo,The Binding of Issac,Assorted Fighting Games","In the past when I was more competitive about first person shooters, those games were the main place in which I developed cooperative **skills**.",CLB-MNG,High Frequency
87,True,7.0,Most of the time,"Minecraft,Destiny 2,Call of Duty,Apex Legends,Cyberpunk 2077","Me, personally, it does. When I play the games that I play, I am trying win or reach an **objective**. And often when I fail, I look for what I can do better; learn the ins and outs of the game to win. Most of the games I play, the key component to winning games is teamwork. ",PRO-GOL,High Frequency
87,True,7.0,Most of the time,"Minecraft,Destiny 2,Call of Duty,Apex Legends,Cyberpunk 2077","Me, personally, it does. When I play the games that I play, I am trying win or reach an objective. And often when I fail, I look for what I can do better; learn the ins and outs of the game to win. Most of the games I play, the key component to winning games is **teamwork**. ",INT-GRP,High Frequency
87,True,6.0,Most of the time,"Super Smash Bros. Ultimate,Tom Clancy's Rainbow Six Siege,Minecraft,Splatoon (any of them\, I can't wait for the new one coming this year),Pokemon (way too much when a new installment comes out\, but not enough in between to be higher on the list)","I think it does make me a better team player.

Playing games, especially team based ones, let's you learn how properly **working as a team** can both make the game more fun for the entire team and make the entire team better at the game (or just get better results). Some things that I've learned about working in a team from gaming is that communication is key (when everyone knows what's going on and what the plan is, the team is much more likely to succeed) and that sometimes the role you would like to play isn't always the role that your team needs, but you should switch roles when there is a role that isn't as much fun/easy as the others. You can't always be the main damage guy who gets to go in guns blazing shouting ""LEEROY JENKINS!!!"" as you go. Sometimes you have to play the healer that stays back and make sure everyone is healed up and ready to go, and that's okay because it leads to a healthy team environment while maintaining the required balance to make the team succeed. Gaming has almost made these concepts second nature to me and I think that makes me a good team player.

Side note: I've never really thought about whether being a gamer helps with being a team player or not, but it feels kind of obvious now that it does. Thanks for the reflective question!",CLB-COP,High Frequency
87,True,6.0,Most of the time,"Super Smash Bros. Ultimate,Tom Clancy's Rainbow Six Siege,Minecraft,Splatoon (any of them\, I can't wait for the new one coming this year),Pokemon (way too much when a new installment comes out\, but not enough in between to be higher on the list)","I think it does make me a better team player.

Playing games, especially team based ones, let's you learn how properly working as a team can both make the game more fun for the entire team and make the entire team better at the game (or just get better results). Some things that I've learned about working in a team from gaming is that communication is key (when everyone knows what's going on and what the plan is, the team is much more likely to succeed) and that sometimes the **role** you would like to play isn't always the **role** that your team needs, but you should switch roles when there is a **role** that isn't as much fun/easy as the others. You can't always be the main damage guy who gets to go in guns blazing shouting ""LEEROY JENKINS!!!"" as you go. Sometimes you have to play the healer that stays back and make sure everyone is healed up and ready to go, and that's okay because it leads to a healthy team environment while maintaining the required balance to make the team succeed. Gaming has almost made these concepts second nature to me and I think that makes me a good team player.

Side note: I've never really thought about whether being a gamer helps with being a team player or not, but it feels kind of obvious now that it does. Thanks for the reflective question!",CLB-MNG,High Frequency
87,True,6.0,Most of the time,"Super Smash Bros. Ultimate,Tom Clancy's Rainbow Six Siege,Minecraft,Splatoon (any of them\, I can't wait for the new one coming this year),Pokemon (way too much when a new installment comes out\, but not enough in between to be higher on the list)","I think it does make me a better team player.

Playing games, especially team based ones, let's you learn how properly working as a team can both make the game more fun for the entire team and make the entire team better at the game (or just get better results). Some things that I've learned about working in a team from gaming is that communication is key (when everyone knows what's going on and what the **plan** is, the team is much more likely to succeed) and that sometimes the role you would like to play isn't always the role that your team needs, but you should switch roles when there is a role that isn't as much fun/easy as the others. You can't always be the main damage guy who gets to go in guns blazing shouting ""LEEROY JENKINS!!!"" as you go. Sometimes you have to play the healer that stays back and make sure everyone is healed up and ready to go, and that's okay because it leads to a healthy team environment while maintaining the required balance to make the team succeed. Gaming has almost made these concepts second nature to me and I think that makes me a good team player.

Side note: I've never really thought about whether being a gamer helps with being a team player or not, but it feels kind of obvious now that it does. Thanks for the reflective question!",PRO-STR,High Frequency
87,True,6.0,Most of the time,"Super Smash Bros. Ultimate,Tom Clancy's Rainbow Six Siege,Minecraft,Splatoon (any of them\, I can't wait for the new one coming this year),Pokemon (way too much when a new installment comes out\, but not enough in between to be higher on the list)","I think it does make me a better **team player**.

Playing games, especially team based ones, let's you learn how properly working as a team can both make the game more fun for the entire team and make the entire team better at the game (or just get better results). Some things that I've learned about working in a team from gaming is that communication is key (when everyone knows what's going on and what the plan is, the team is much more likely to succeed) and that sometimes the role you would like to play isn't always the role that your team needs, but you should switch roles when there is a role that isn't as much fun/easy as the others. You can't always be the main damage guy who gets to go in guns blazing shouting ""LEEROY JENKINS!!!"" as you go. Sometimes you have to play the healer that stays back and make sure everyone is healed up and ready to go, and that's okay because it leads to a healthy **team environment** while maintaining the required balance to make the team succeed. Gaming has almost made these concepts second nature to me and I think that makes me a good **team player**.

Side note: I've never really thought about whether being a gamer helps with being a **team player** or not, but it feels kind of obvious now that it does. Thanks for the reflective question!",INT-GRP,High Frequency
87,True,6.0,Most of the time,"Super Smash Bros. Ultimate,Tom Clancy's Rainbow Six Siege,Minecraft,Splatoon (any of them\, I can't wait for the new one coming this year),Pokemon (way too much when a new installment comes out\, but not enough in between to be higher on the list)","I think it does make me a better team player.

Playing games, especially team based ones, let's you learn how properly working as a team can both make the game more fun for the entire team and make the entire team better at the game (or just get better results). Some things that I've learned about working in a team from gaming is that communication is key (when everyone knows what's going on and what the plan is, the team is much more likely to succeed) and that sometimes the role you would like to play isn't always the role that your team needs, but you should switch roles when there is a role that isn't as much fun/easy as the others. You can't always be the main damage guy who gets to go in guns blazing shouting ""LEEROY JENKINS!!!"" as you go. Sometimes you have to play the **healer** that stays back and make sure everyone is healed up and ready to go, and that's okay because it leads to a healthy team environment while maintaining the required balance to make the team succeed. Gaming has almost made these concepts second nature to me and I think that makes me a good team player.

Side note: I've never really thought about whether being a gamer helps with being a team player or not, but it feels kind of obvious now that it does. Thanks for the reflective question!",INT-OTH,High Frequency
88,True,3.0,Never,"TF2,Battlefront 2,BF4,BF5,Titanfall 2","Since I do not typically play with others, gaming has not done anything to make me a better **team player**.",INT-GRP,Low Frequency
88,True,3.0,Half of the time,"Monster Hunter Rise,League of Legends,Breath of the Wild,Animal Crossing,","Yes! It teaches me to take losses in stride, admit and learn from my **mistakes**, and recuperate with a fresh attitude for the next round! ",INT-VUL,Low Frequency
88,True,3.0,Half of the time,"Monster Hunter Rise,League of Legends,Breath of the Wild,Animal Crossing,","Yes! It teaches me to take losses in stride, admit and learn from my **mistakes**, and recuperate with a fresh attitude for the next round! ",DEF-IRR,Low Frequency
88,True,3.0,Some of the time,"Halo,Escape from Tarkov,Battlefield,Minecraft,Indie games",I think so. When I'm working in a group it usually comes a little easier to **delegate tasks** just like when I'm gaming.,CLB-DEL,Low Frequency
88,True,3.0,Some of the time,"Halo,Escape from Tarkov,Battlefield,Minecraft,Indie games",I think so. When I'm **working in a group** it usually comes a little easier to delegate tasks just like when I'm gaming.,INT-GRP,Low Frequency
88,True,1.0,Never,"pikmin 3,kirby star allies,katamari damaci,super mario bros,mario kart","not all the games i play necessarily, but the ones that use **teams** make me one because katamari for example requires you to work with others so you can collect the largest possible trash pile",INT-GRP,Low Frequency
89,True,3.0,Some of the time,"Rocket League,Forza Horizon 5,Halo Infinite,Forza Horizon 4,COD","Yes, because through gaming you are using the same fundamental soft skills that are also used in team **collaboration**. When you're gaming in a group, you require organization and good communication skills to ensure your team is successful. The same requirements are needed for any team project to be successful. ",CLB-COP,Low Frequency
89,True,3.0,Some of the time,"Rocket League,Forza Horizon 5,Halo Infinite,Forza Horizon 4,COD","Yes, because through gaming you are using the same fundamental soft **skills** that are also used in team collaboration. When you're gaming in a group, you require organization and good communication **skills** to ensure your team is successful. The same requirements are needed for any team project to be successful. ",CLB-MNG,Low Frequency
89,True,3.0,Some of the time,"Rocket League,Forza Horizon 5,Halo Infinite,Forza Horizon 4,COD","Yes, because through gaming you are using the same fundamental soft skills that are also used in team collaboration. When you're gaming in a **group**, you require organization and good communication skills to ensure your team is successful. The same requirements are needed for any team project to be successful. ",INT-GRP,Low Frequency
89,True,7.0,Half of the time,"Overwatch,League of Ledends,Apex,Monster Hunter,Genshin","Yes, it does. Sometimes I need to take the time to do the most damage with my teammates.",UNCODED,High Frequency
89,False,0.0,Never,"Minecraft,Fossil Fighters,,,",No.,UNCODED,Low Frequency
89,True,5.0,Most of the time,"Risk of Rain,Overwatch,Minecraft,Pokemon,Siege",Yes I think it does make me a better **team player** because for a couple of semesters here at CSU I was on the esports Overwatch team and it helped me to communicate more with others and learn more about the game from others rather than just figuring it out by myself. It helped me to not just rely on my skill alone but on others as well.,INT-GRP,High Frequency
89,True,5.0,Most of the time,"Risk of Rain,Overwatch,Minecraft,Pokemon,Siege",Yes I think it does make me a better team player because for a couple of semesters here at CSU I was on the esports Overwatch team and it helped me to communicate more with others and learn more about the game from others rather than just figuring it out by myself. It helped me to not just rely on my skill **alone** but on others as well.,DEF-SLO,High Frequency
90,True,6.0,Most of the time,"Star Wars Galaxies,Apex Legends,Stardew Valley,Black Desert,Resident Evil","Absolutely. Apex legends has a ranking system. For a long time, I was stuck at my rank while playing mostly solo. I finally decided to start using my mic and communicate with my teammates. I saw instantaneous improvements, and upped my rank in no time. It is **clear** that a team of medium-skill players that are all on the same page will always win against a high-skill solo player.",COM-CLR,High Frequency
90,True,6.0,Most of the time,"Star Wars Galaxies,Apex Legends,Stardew Valley,Black Desert,Resident Evil","Absolutely. Apex legends has a ranking system. For a long time, I was stuck at my rank while playing mostly **solo**. I finally decided to start using my mic and communicate with my teammates. I saw instantaneous improvements, and upped my rank in no time. It is clear that a team of medium-skill players that are all on the same page will always win against a high-skill **solo** player.",DEF-SLO,High Frequency
90,True,5.0,Never,"13 Sentinels,Danganronpa,Death Stranding,HITMAN,Red Dead Redemption","No, because I never play on a team and I don't learn **skills** from video games.",CLB-MNG,High Frequency
90,True,6.0,Most of the time,"Animal Crossing,Fortnite,Pokemon,GTA,Other","Some games more than others, make me a better team player, yes.

 

For example:

In Fortnite, I work in a team to defeat everyone else and ultimately win the game, being a clear, nice, and **concise** communicator is key to success. 

In Animal crossing, there may not be much communication needed as there is no specific end goal, but when playing with friends, we tend to work together to help one specific individual complete a goal. Essentially helping one another get ahead or complete a project.

In Pokemon, most of the time I play by myself, but with this, I can strategize and improve on my own and later on take into account feedback from my friends who also played the game solo. This improves both of our knowledge and I'm able to learn a lot more **quickly** when talking with my friends about the same games we play which incentivize me to ask for details in the future, ultimately reminding myself that team knowledge is more powerful than individual knowledge.

 

When it comes to solving problems and communicating effectively, depending on the video game, you can learn a lot of techniques that can help with real-world situations in addition to helping with social skills.",COM-EFF,High Frequency
90,True,6.0,Most of the time,"Animal Crossing,Fortnite,Pokemon,GTA,Other","Some games more than others, make me a better team player, yes.

 

For example:

In Fortnite, I work in a team to defeat everyone else and ultimately win the game, being a **clear**, nice, and concise communicator is key to success. 

In Animal crossing, there may not be much communication needed as there is no **specific** end goal, but when playing with friends, we tend to work together to help one **specific** individual complete a goal. Essentially helping one another get ahead or complete a project.

In Pokemon, most of the time I play by myself, but with this, I can strategize and improve on my own and later on take into account feedback from my friends who also played the game solo. This improves both of our knowledge and I'm able to learn a lot more quickly when talking with my friends about the same games we play which incentivize me to ask for details in the future, ultimately reminding myself that team knowledge is more powerful than individual knowledge.

 

When it comes to solving problems and communicating effectively, depending on the video game, you can learn a lot of techniques that can help with real-world situations in addition to helping with social skills.",COM-CLR,High Frequency
90,True,6.0,Most of the time,"Animal Crossing,Fortnite,Pokemon,GTA,Other","Some games more than others, make me a better team player, yes.

 

For example:

In Fortnite, I work in a team to defeat everyone else and ultimately win the game, being a clear, nice, and concise communicator is key to success. 

In Animal crossing, there may not be much communication needed as there is no specific end goal, but when playing with friends, we tend to **work together** to help one specific individual complete a goal. Essentially helping one another get ahead or complete a project.

In Pokemon, most of the time I play by myself, but with this, I can strategize and improve on my own and later on take into account feedback from my friends who also played the game solo. This improves both of our knowledge and I'm able to learn a lot more quickly when talking with my friends about the same games we play which incentivize me to ask for details in the future, ultimately reminding myself that team knowledge is more powerful than individual knowledge.

 

When it comes to solving problems and communicating effectively, depending on the video game, you can learn a lot of techniques that can help with real-world situations in addition to helping with social skills.",CLB-COP,High Frequency
90,True,6.0,Most of the time,"Animal Crossing,Fortnite,Pokemon,GTA,Other","Some games more than others, make me a better team player, yes.

 

For example:

In Fortnite, I work in a team to defeat everyone else and ultimately win the game, being a clear, nice, and concise communicator is key to success. 

In Animal crossing, there may not be much communication needed as there is no specific end goal, but when playing with friends, we tend to work together to help one specific individual complete a goal. Essentially helping one another get ahead or complete a project.

In Pokemon, most of the time I play by myself, but with this, I can strategize and improve on my own and later on take into account feedback from my friends who also played the game solo. This improves both of our knowledge and I'm able to learn a lot more quickly when talking with my friends about the same games we play which incentivize me to ask for details in the future, ultimately reminding myself that team knowledge is more powerful than individual knowledge.

 

When it comes to solving problems and communicating effectively, depending on the video game, you can learn a lot of techniques that can help with real-world situations in addition to helping with social **skills**.",CLB-MNG,High Frequency
90,True,6.0,Most of the time,"Animal Crossing,Fortnite,Pokemon,GTA,Other","Some games more than others, make me a better team player, yes.

 

For example:

In Fortnite, I work in a team to defeat everyone else and ultimately win the game, being a clear, nice, and concise communicator is key to success. 

In Animal crossing, there may not be much communication needed as there is no specific end goal, but when playing with friends, we tend to work together to help one specific individual complete a goal. Essentially helping one another get ahead or complete a project.

In Pokemon, most of the time I play by myself, but with this, I can **strategize** and improve on my own and later on take into account feedback from my friends who also played the game solo. This improves both of our knowledge and I'm able to learn a lot more quickly when talking with my friends about the same games we play which incentivize me to ask for details in the future, ultimately reminding myself that team knowledge is more powerful than individual knowledge.

 

When it comes to **solving problems** and communicating effectively, depending on the video game, you can learn a lot of techniques that can help with real-world situations in addition to helping with social skills.",PRO-STR,High Frequency
90,True,6.0,Most of the time,"Animal Crossing,Fortnite,Pokemon,GTA,Other","Some games more than others, make me a better team player, yes.

 

For example:

In Fortnite, I work in a team to defeat everyone else and ultimately win the game, being a clear, nice, and concise communicator is key to success. 

In Animal crossing, there may not be much communication needed as there is no specific end **goal**, but when playing with friends, we tend to work together to help one specific individual complete a **goal**. Essentially helping one another get ahead or complete a project.

In Pokemon, most of the time I play by myself, but with this, I can strategize and improve on my own and later on take into account feedback from my friends who also played the game solo. This improves both of our knowledge and I'm able to learn a lot more quickly when talking with my friends about the same games we play which incentivize me to ask for details in the future, ultimately reminding myself that team knowledge is more powerful than individual knowledge.

 

When it comes to solving problems and communicating effectively, depending on the video game, you can learn a lot of techniques that can help with real-world situations in addition to helping with social skills.",PRO-GOL,High Frequency
